FID,osm_id,code,fclass,name
0,30729986,2001,police,Airport Police Station
1,30730004,2004,post_box,DHL
2,30730082,2401,hotel,Eastoment Guest Lodge
3,30730090,2301,restaurant,Home Touch
4,30772867,2301,restaurant,Captain Hook's
5,30775717,2401,hotel,Airport View
6,30776330,2546,computer_shop,Accu Computers
7,30777529,2401,hotel,Continental Plaza
8,30777603,2301,restaurant,Palace Chinese
9,101447345,2002,fire_station,Ghana National Fire Service Headquarters
10,105456790,2601,bank,Absa
11,105457591,2601,bank,Standard Chartered
12,105476254,2302,fast_food,Papaye
13,105479527,2301,restaurant,Frankie's
14,105485619,2401,hotel,Penta Hotel
15,105488962,2011,embassy,Embassy of Denmark
16,105506934,2401,hotel,Coconut Grove Regency Hotel
17,105507471,2401,hotel,The new North Ridge Hotel
18,105789030,2401,hotel,Central Hotel
19,105793283,2301,restaurant,Monsoon - Food Court
20,107319420,2501,supermarket,Koala Shopping Centre
21,107538150,2201,theatre,National Theatre
22,224692077,2255,golf_course,Achimota Golf Club
23,224709514,2251,sports_centre,Tesano Sports Club
24,366632856,2401,hotel,Bora Bora
25,372584500,2082,school,Garrison Basic School
26,372806897,2082,school,Achimota Preparatory/Junior High School
27,372846625,2721,attraction,La Beach Resort
28,372847440,2304,pub,Next Door
29,373195045,2009,courthouse,Supreme Court of Ghana
30,373197654,2014,arts_centre,National Center for Arts and Culture of Ghana
31,373197654,2725,artwork,National Center for Arts and Culture of Ghana
32,373239152,2304,pub,Epo's Spot
33,373424300,2001,police,Achimota Police Station
34,388565621,2120,doctors,Hobats Clinic
35,392627877,2005,post_office,Cantonments Post Office
36,482263204,2011,embassy,Embassy of Togo
37,493756498,2505,department_store,Woolworth
38,493756509,2256,stadium,Polo Club
39,493756516,2501,supermarket,Shoprite
40,493766774,2005,post_office, 
41,567464494,2401,hotel,Golden Oyster
42,567464504,2602,atm, 
43,567464557,2542,bicycle_shop,Cheap Shop - Used spare parts
44,707100251,2303,cafe, 
45,707100255,2303,cafe,Labone Coffee Shop
46,738980919,2501,supermarket,Lava Market
47,775727818,2401,hotel,Oak Plaza Hotel East Airport
48,775727819,2301,restaurant,Buka Restaurant
49,1000064915,2082,school,Alpha Beta Christian College
50,1000064925,2001,police,Dansoman Police Station
51,1000064927,2501,supermarket,Dansoman Market
52,1119250350,2401,hotel,Crown Appartmento Hotel
53,1119273845,2401,hotel,Golden Tulip
54,1119273865,2301,restaurant,Mamma Mia
55,1133566054,2723,monument,Kwame Nkrumah Interchange
56,1136418824,2501,supermarket,Shoprite
57,1141411664,2011,embassy,Residence of the Ambassador of Iran
58,1141411668,2011,embassy,High Commission of the Federal Republic of Nigeria
59,1141411673,2011,embassy,High Commission of Malaysia
60,1144491349,2011,embassy,Residence of the Ambassador of Cuba
61,1144491358,2011,embassy,Residence of the Ambassador of the Republic of Angola
62,1144491386,2011,embassy,Embassy of Zimbabwe
63,1144491399,2011,embassy,Embassy of Cuba
64,1144491425,2011,embassy,Residence of the Ambassador of Russia
65,1151761364,2305,bar,Bloom Bar
66,1175333054,2401,hotel,Best Western Premier Airport Hotel
67,1175333078,2401,hotel,Airside Hotel
68,1175333219,2501,supermarket,Ridge Stop Over Supermarket
69,1175333238,2011,embassy,Residence of the Ambassador of the Federal Republic of Germany
70,1183555461,2501,supermarket,Maxmart Shopping Center
71,1191436170,2601,bank,GT Bank
72,1191436174,2601,bank,ProCredit
73,1191436193,2011,embassy,Sierra Leone High Commissioner
74,1191436208,2101,pharmacy,Worldview Pharmacy
75,1191436258,2011,embassy,Embassy of Spain - Economic and Commercial Office
76,1206246860,2401,hotel,Airport West Hotel
77,1206246956,2082,school,Fanida International School
78,1206246993,2401,hotel,Holiday Hotel
79,1207720467,2602,atm,SG-SSB
80,1207720478,2541,car_dealership,Mitsubishi
81,1207720484,2602,atm,SG-SSB (Societe Generale)
83,1213932510,2301,restaurant,DNR Turkish Cafe & Restaurant
84,1213932570,2401,hotel,Paloma Hotel
85,1213932600,2541,car_dealership,Toyota
86,1213932648,2526,toy_shop,Dejoy
87,1215470021,2541,car_dealership,Mercedes
88,1215470030,2401,hotel,Hotel Georgia Limited
89,1215470041,2541,car_dealership,Silver Star Auto LTD
90,1215470067,2401,hotel,M Plaza Hotel Accra
91,1215470069,2601,bank,Zenith Bank
92,1244717920,2082,school,Little Treasures Montessori School
93,1244717953,2011,embassy,Embassy of Sudan
94,1244717976,2546,computer_shop,Can-West Limited
95,1244717979,2011,embassy,Residence of the Ambassador of the Arab Republic of Egypt
96,1244717997,2011,embassy,Embassy of Saudi Arabia
97,1244718010,2401,hotel,Lavender Lodge
98,1244722693,2568,laundry,A & A Quick Clean
99,1250323225,2401,hotel,Airport Grande
100,1250323231,2101,pharmacy,Jinlet Pharmacy
101,1251736937,2101,pharmacy, 
102,1251736946,2101,pharmacy,Bedita Pharmacy Ltd.
103,1251736948,2101,pharmacy,Familycare Pharmacy
104,1251736949,2083,kindergarten,SACS Kindergarten
105,1251736950,2401,hotel,Joska Lodge Hotel
106,1251736956,2011,embassy,Residence of the Ambassador of the Republic of the Sudan
107,1251736958,2083,kindergarten,Angies Angels Montessori School
108,1251736959,2082,school,King of Kings International School
109,1251736962,2111,clinic,Chiropractic & Wellness Centres
110,1251736963,2401,hotel,Hill View Hotel
111,1251736964,2404,guesthouse,Sperifax Guest House
112,1251736965,2101,pharmacy, 
113,1269621640,2521,gift_shop,Wild Gecko
115,1270558373,2202,nightclub,Boomerang
116,1270558726,2082,school,Golden Age School
119,1270713533,2511,convenience,DSTv
120,1271565955,2401,hotel,Court Gardens
121,1271565957,2401,hotel,Holiday Inn
122,1276048666,2501,supermarket,Diplomatic Shop
123,1276048672,2011,embassy,Residence of the Ambassador of the Czech Republic
124,1276048691,2011,embassy,Embassy of Spain
125,1276048694,2011,embassy,Residence of the Ambassador of Italy
127,1276372969,2601,bank,ProCredit
128,1276372999,2601,bank,ProCredit
130,1276373051,2601,bank,Societe Generale Ghana
131,1276388996,2501,supermarket,Melcom Plus
132,1280783131,2404,guesthouse,Golden Lemon Guest House
133,1280783133,2401,hotel,Highgate Hotel
134,1280783157,2401,hotel,Ampax Hotel
136,1285191171,2016,market_place,European Fish Market
137,1285191266,2511,convenience,Rabena Korean Shop
138,1314917857,2120,doctors,Labone Clinic
139,1314922012,2401,hotel,Wangara Hotel
140,1323004855,2301,restaurant,Imperial Peking
141,1323004856,2401,hotel,Royal Rechester
142,1356937819,2401,hotel,Accra Central View Hotel
143,1356937824,2401,hotel,C'Est Si Bon Hotel and Restaurant
144,1356937838,2301,restaurant,The Lexiton
145,1356937844,2301,restaurant,Dez Amis
146,1356937858,2101,pharmacy,Health Shop Mini Mart
147,1356937868,2401,hotel,New Haven Hotel
148,1356937872,2601,bank,ProCredit
149,1356937919,2120,doctors,St. Bernhard Eye Clinic
150,1356985956,2602,atm,SG-SSB
151,1362200554,2011,embassy,Burkina Faso’s Ambassador’s Residence
152,1362200862,2404,guesthouse,SSA Guest House
153,1362200866,2301,restaurant,Tropical Taverna
154,1363133989,2301,restaurant,Zion Thai Restaurant
155,1364922549,2541,car_dealership,Africa Motors
156,1364922555,2601,bank,Ecobank
157,1364922557,2601,bank,Ghana Commercial Bank LTD
158,1364922558,2101,pharmacy,Jinlet Pharmacy
159,1364922599,2601,bank,UBA
160,1364922601,2601,bank,UBA
161,1364926007,2301,restaurant,Dynasty Chinese Restaurant
162,1367126737,2301,restaurant,Ghana Cocoa Board Club House
163,1368173150,2301,restaurant,La Chaumière
164,1368374819,2601,bank,Agricultural Development Bank
165,1368374827,2302,fast_food,Bus Stop Fast Food
166,1368374833,2404,guesthouse,City Centre Guest House
167,1368374848,2301,restaurant,De Gray
168,1368374851,2111,clinic,Dua Clinic
169,1368374852,2302,fast_food,Eddys Pizza and WichBurger
170,1368374853,2011,embassy,Embassy of Burkina Faso
171,1368374854,2005,post_office,FedEx
172,1368374868,2601,bank,Fidelity Bank
173,1368374869,2601,bank,First National
174,1368374870,2401,hotel,Gye Nyame Hotel
175,1368374881,2202,nightclub,Roxbury
176,1368374885,2525,mobile_phone_shop,Samsung
177,1368374887,2401,hotel,St Sam Hotel
178,1368374893,2601,bank,Standard Chartered
179,1375249823,2011,embassy,Austrian Consulate
180,1375249825,2011,embassy,Residence of the Ambassador of Ethiopia
181,1375249828,2083,kindergarten,Marchmont Child Development Centre
182,1376298394,2301,restaurant,Bailemen
183,1376298403,2301,restaurant,Bella Roma
184,1376298408,2401,hotel,Chez Lion Hotel
185,1376298414,2302,fast_food,Chicken Republic
186,1376298431,2401,hotel,El Elyon Hotel
187,1376298432,2401,hotel,Niagara Plus Hotel
188,1376298434,2301,restaurant,Noble House Chinese Restaurant
189,1376298439,2401,hotel,Nova Hotel
190,1378720129,2401,hotel,Adjosec Hotel
191,1378720220,2541,car_dealership,PHC Motors
192,1378720244,2401,hotel,Royal Dede Caesar Hotel
193,1382176457,2301,restaurant,Azmera
194,1382176458,2011,embassy,Embassy of Egypt
195,1382176459,2301,restaurant,Mandarin
196,1385353944,2404,guesthouse,Commodore Guest House
197,1385353948,2120,doctors,Eye Link Clinic
198,1385354329,2401,hotel,Rayporsh Hotel
199,1385354330,2401,hotel,Sparks Hotel
200,1385354332,2404,guesthouse,Tano Guest House
201,1390293363,2401,hotel,Alisa Hotel
202,1390293364,2401,hotel,Alisa Hotel Pegasus
203,1390293365,2546,computer_shop,Atlantic Group
204,1390293368,2601,bank,Absa
205,1390293370,2011,embassy,High Commission of Canada
206,1390293371,2005,post_office,DHL Head Office
207,1390293378,2011,embassy,Embassy of Germany - Main Building
208,1390293382,2501,supermarket,Makola Shoping Mail
209,1390293430,2011,embassy,Embassy of Niger
210,1390293432,2011,embassy,Embassy of the Netherlands
211,1390293433,2601,bank,Standard Chartered
212,1397912977,2541,car_dealership,Honda
213,1397912979,2541,car_dealership,Mechanical Lloyd Company Limited
214,1397913112,2601,bank,Sahel - Sahara Bank
215,1397913118,2601,bank,Standard Chartered
216,1397913126,2601,bank,Zenith Bank
217,1400185048,2601,bank,GT Bank
218,1400185051,2301,restaurant,Hin Lone
219,1400185055,2301,restaurant,Jokers
220,1400185060,2523,stationery,Kingdom Books & Stationery
221,1400185062,2301,restaurant, 
222,1400185066,2301,restaurant,Melting Moments
223,1405374103,2001,police,Ghana Police Service
224,1405374110,2541,car_dealership,Hyundai World
225,1405374114,2541,car_dealership,Nissan
226,1405374124,2111,clinic,Odorna Medical Center
227,1405374130,2541,car_dealership,Skoda
228,1405374140,2541,car_dealership,Universal Motors Limited
229,1417019958,2120,doctors,West African Rescue Association Head Office - WARA
230,1424638694,2401,hotel,G.S Plaza
231,1426161179,2120,doctors,OMNI Healthcare
232,1430899335,2303,cafe,D Cafe
233,1446318447,2544,furniture_shop,Furnart
234,1447876745,2011,embassy,High Commission of the United Kingdom of Great Britain and Northern Ireland
235,1449438298,2301,restaurant,Thai island
236,1490735330,2401,hotel,La Paradise Inn
237,1492883357,2501,supermarket,Game
238,1501642466,2566,bicycle_rental,Ghana Bike + Hiketours Aburi
239,1501642466,2542,bicycle_shop,Ghana Bike + Hiketours Aburi
240,1501642468,2401,hotel,Hillburi
241,1501644945,2401,hotel,ABG Guest House
242,1501644951,2301,restaurant,Rose Plot Restaurant
243,1508412429,2401,hotel,Little Acre Hotel
244,1508412431,2602,atm,SG-SSB
245,1517707503,2401,hotel,ASA Royal Hotel
246,1517707516,2521,gift_shop,ATAG Craft
247,1517707517,2401,hotel,Fair Gardens Hotel Ltd.
248,1517707519,2601,bank,Fidelity Bank
249,1517707522,2401,hotel,His Majesty's Hotel
250,1521313235,2512,clothes,Global Mamas
251,1535421290,2602,atm, 
252,1535421291,2602,atm, 
253,1536594203,2901,toilet, 
254,1540112617,2602,atm, 
255,1542171478,2301,restaurant,Toro Tapas Bar
256,1553895955,2405,hostel,Catters Hostel
257,1558153185,2302,fast_food,KFC Kentucky Fried Chicken
258,1574150773,2301,restaurant,Firefly Lounge Bar
259,1574150774,2301,restaurant,ZooZoo
260,1590950086,2401,hotel,Hotel Robin Hood Inn
261,1590950107,2544,furniture_shop,Lifestyle Gallery
262,1590950151,2082,school,Military Academy & Training Schools
263,1590950161,2101,pharmacy,Pro-Life Pharmacy
264,1590950294,2601,bank,GCB Bank
265,1599787031,2011,embassy,Embassy of Brazil
266,1600212706,2301,restaurant,Kokrobite Garden
267,1600212706,2401,hotel,Kokrobite Garden
268,1601716604,2404,guesthouse,Benjy's Lodge
269,1601716608,2301,restaurant,Big Millys Backyard
270,1601716608,2401,hotel,Big Millys Backyard
271,1601716615,2601,bank,Ecobank
272,1601716618,2404,guesthouse,Makay Guest House
273,1601716623,2301,restaurant,Tandoor
274,1603831969,2016,market_place,Afariwa
275,1603864528,2601,bank,GCB Bank
276,1607961519,2602,atm,GCB Bank
277,1611124269,2016,market_place, 
278,1612778613,2303,cafe,Choco' Pain
279,1613231859,2011,embassy,Embassy of Switzerland
280,1616146876,2304,pub,The Honeysuckle - Labone
281,1616147062,2901,toilet, 
282,1617650573,2011,embassy,Residence of the Ambassador of Zimbabwe
283,1623585341,2083,kindergarten,Early Days Nursery
284,1631117186,2501,supermarket,Lara Mart
285,1640195956,2301,restaurant,Ashanti Home Touch
286,1692434868,2304,pub,Dancans Bar
287,1692434872,2301,restaurant,Regal Chinese Restaurant
288,1692434878,2301,restaurant,Tip Top Chinese Restaurant
289,1692437242,2601,bank,Standard Chartered
290,1692454370,2304,pub, 
291,1692468982,2602,atm, 
292,1700719794,2121,dentist,Beaver Clinic
293,1700719799,2121,dentist,Bethel Dental Clinic
294,1700719807,2401,hotel,Napoleon Hotel
295,1708144406,2516,butcher,Cottage Farms
296,1720438400,2401,hotel,Crown Liberty Hotel
297,1720438401,2401,hotel,De holiday beach hotel
298,1720438402,2084,college,Kings University College
299,1720438411,2082,school,Kokrobite Basic School
300,1720438414,2401,hotel,Muuston Beach resort
301,1720438417,2401,hotel,The sea gateway lodge
302,1728032224,2111,clinic,Adabraka clinic
303,1728032226,2401,hotel,Avenue club hotel
304,1728032227,2546,computer_shop,BBIT
305,1728032229,2601,bank,Bank of Africa
306,1728032230,2083,kindergarten,Bethel Kids Nursery
307,1728032233,2401,hotel,Beverly Hills Hotel
308,1728032234,2546,computer_shop,EZCOM
309,1728032235,2011,embassy,Embassy of the Democratic Republic of Congo
310,1728032238,2120,doctors,Iran Clinic
311,1728032239,2083,kindergarten,Kids are us
312,1728032243,2401,hotel,Mavis Hotel
313,1728032244,2121,dentist,New world dental clinic
314,1728032246,2515,bookshop,Nzuri Books
315,1728032247,2405,hostel,Pink Hostel
316,1728032249,2526,toy_shop,Play n Learn
317,1728032254,2546,computer_shop,Royal Computers & Electronics Ltd
318,1728032257,2401,hotel,Shield hotel
319,1728032260,2401,hotel,Time Square Lodge
320,1728034070,2512,clothes,Fashion PAGE
321,1744049479,2401,hotel,Mahogany Lodge
322,1744049483,2401,hotel,Mariset hotel
323,1744049485,2401,hotel,Okera Inn
324,1745148289,2404,guesthouse,Gillbt Hospitality
325,1747408217,2301,restaurant,Pentagon Inn
326,1747675417,2601,bank,Stanbic Bank
327,1748466710,2601,bank,Absa
328,1748466721,2601,bank,JT Bank
329,1749654666,2602,atm, 
330,1749654667,2602,atm, 
331,1750846330,2601,bank,UBA
332,1762079030,2901,toilet,public
333,1762080645,2111,clinic,Ashaiman Poly Clinic
334,1762133018,2401,hotel,Queens Hotel
335,1763354556,2303,cafe,Congo Spot
336,1769346179,2518,beverages,Say Cheers
337,1769532467,2301,restaurant,Chase
338,1775844709,2401,hotel,Aristocrat Hotel
339,1775844714,2511,convenience,La Fiesta Hacienda
340,1775844715,2001,police,Legon Police Station
341,1775866727,2512,clothes,Colours in Africa
342,1775866805,2401,hotel,Alisa Hotel Labone
343,1775866813,2401,hotel,Dot's Inn
344,1775866820,2121,dentist,Dr. S.B. Hantes Dental Clinic
345,1775866830,2011,embassy,Embassy of the Republic of Korea
346,1775866843,2011,embassy,Royal Swedish Consulate General
347,1775866861,2011,embassy,Embassy of Libya
348,1775866866,2401,hotel,Midini Hotel
349,1775866879,2301,restaurant,Roots Flavours
350,1775866886,2401,hotel,Swiss Rest Lodge
351,1775866912,2401,hotel,Transit Lodge
352,1775866915,2083,kindergarten,Twinkle Tots International School
353,1775866920,2601,bank,Zenith Bank
354,1775866931,2101,pharmacy,Health Solutions
355,1775872482,2011,embassy,Residence of the High Commissioner of Canada
356,1775872487,2120,doctors,Kumcji Hospital
357,1775872489,2011,embassy,Residence of the Ambassador of Egypt
358,1801451389,2082,school,Springforth International school
359,1801462419,2120,doctors, 
360,1801462499,2401,hotel,Mensvic Grand Hotel
361,1801870285,2301,restaurant,Escobar
362,1801870286,2401,hotel,Green Oak Hotel
363,1827548153,2111,clinic,Medlab
364,1839886619,2301,restaurant,Le Bouquet
365,1839890135,2301,restaurant,Josie’s Cuppa Cappuccino
366,1839965800,2401,hotel,Esther's
367,1839965810,2501,supermarket,Maa Gina
368,1844144363,2301,restaurant, 
369,1861364524,2501,supermarket,Koala Shopping Centre
370,1887620729,2401,hotel,The Dream Beach Resort
371,1888430834,2516,butcher,Malicat Meat Products & Delicatessen Ltd. (German Butcher)
372,1896543274,2305,bar,EmBar
373,1896543281,2011,embassy,Embassy of Ivory Coast
374,1896543286,2401,hotel,Green Leaf Hotel
375,1896543294,2083,kindergarten,Ringway Creche Kindergarten
376,1896543297,2121,dentist,Spaes Dental Clinic
377,1896543301,2515,bookshop,Vidya Bookstore
378,1907520484,2301,restaurant,Picaso
379,1929576974,2301,restaurant,Royal Botanical Gardens
380,1929582367,2301,restaurant,Michaelangelo
381,1956685403,2301,restaurant,Chez Afrique
382,1976441132,2401,hotel,Villa Monticello
383,1980115315,2301,restaurant,Santoku
384,1985796424,2601,bank,Absa
385,1985796436,2401,hotel,Family Life Hotel
386,1985796443,2401,hotel,Forest View Hotel
387,1985796446,2011,embassy,High Commission of the Republic of India
388,1985796578,2083,kindergarten,The Honey Bunnies International School
389,1985884554,2504,mall,Marina Mall
390,1986177615,2084,college,Institute For Environment & Sanitation Studies
391,1986177616,2406,chalet,Legassi Gardens
392,1995137783,2301,restaurant,Asase Pa
393,1999639230,2601,bank,Stanbic
394,1999649691,2601,bank,GT Bank Head Office
395,2003070573,2001,police,Ghana police headquaters Ashaiman
396,2003070651,2501,supermarket,Melcom
397,2003070787,2601,bank,Access Bank
398,2003070824,2601,bank,GT Bank
399,2003070850,2601,bank,GCB Bank
400,2005104680,2301,restaurant,Stages Bar and Restaurant
401,2018083089,2301,restaurant, 
402,2018088624,2305,bar,Smoke 'n' Barrel
403,2018321898,2601,bank,United Bank for Africa
404,2018584240,2601,bank,Ecobank
405,2026403680,2516,butcher,Captain Bridge Cold Store
406,2026403682,2101,pharmacy,Day and Night Pharmacy
407,2026403683,2516,butcher,Doris Cold Store
408,2026403685,2303,cafe,Kalabash Cyber Cafe
409,2026403686,2501,supermarket,Lomnava Super Market
410,2026403689,2515,bookshop,Star of the Sea Book Shop
411,2026403691,2304,pub,VIP Pub
412,2026403692,2101,pharmacy,Westlife Pharmacy
413,2026403699,2502,bakery, 
415,2059614202,2301,restaurant,Khana Kazana
416,2068163030,2501,supermarket,Max Mart
419,2068210687,2515,bookshop,The Bookshop
420,2077702843,2301,restaurant,The Venue
421,2080229721,2302,fast_food,Papa's Pizza
422,2080253807,2401,hotel,White Stone Lodge
423,2093786760,2205,playground,Kidz Cottage
424,2099657930,2011,embassy,Embassy of Guinea
425,2102140453,2082,school,African Angel Cottage
426,2119033926,2001,police,Accra Police Head Quarters
427,2125076186,2301,restaurant,O2 Lounge Bar
428,2136561065,2521,gift_shop,Smoothdrive Autos ltd
429,2142690727,2401,hotel,Awet Hotel
430,2142690728,2401,hotel,Casino Gold Hotel
431,2142690731,2301,restaurant,Polositas
432,2147840685,2082,school,Banat Abdallah School
433,2147840689,2401,hotel,Beach Drive Hotel
434,2147841066,2082,school, 
435,2148020767,2001,police,Agbogba Police Post
436,2148020771,2404,guesthouse,Appade Lodge
437,2148020785,2505,department_store,Boti Warehouse
438,2148020792,2016,market_place,Chantan New Market
439,2148020793,2001,police,Chokor Police Station
440,2148020800,2082,school,Cosmos School
441,2148020803,2082,school,Dental School
442,2148020807,2601,bank,Ecobank
443,2148020811,2601,bank,Ecobank
444,2148020819,2001,police,Ghana National Police Headquarter
445,2148020826,2601,bank,Republic Bank
446,2148020837,2401,hotel,New Joko Hotel
447,2148020840,2016,market_place,Kisseman Market
448,2148020857,2401,hotel,Kum Hotel
449,2148020861,2082,school,Laterbiokorshie Primary School
450,2148020862,2082,school,Majosda Prepatory School
451,2148020866,2401,hotel,Mayfair Hotel
452,2148020869,2401,hotel,Meaglent Hotel
453,2148020873,2082,school,Mount Sinai School
454,2148020888,2082,school,Otublohum Secondary School
455,2148020904,2601,bank,Prudential Bank
456,2148020962,2521,gift_shop,Ginell Gift Shop
457,2148020974,2505,department_store,west African Deco Tiles
458,2148020976,2302,fast_food, 
459,2148020987,2110,hospital,Lapaz Community Hospital
460,2148020990,2521,gift_shop, 
461,2148020997,2505,department_store, 
462,2148021000,2505,department_store, 
463,2148021006,2404,guesthouse, 
464,2148021009,2505,department_store, 
465,2148021017,2120,doctors, 
466,2148021020,2082,school, 
467,2148021050,2505,department_store, 
468,2148021089,2401,hotel,Quliz Hotel
469,2148021097,2016,market_place,Sabon Zongo Market
470,2148021101,2405,hostel,Safcal Lodge
471,2148021148,2082,school,Vaidhehis Nursery School
472,2150915848,2305,bar,D'May Spot
473,2150915849,2082,school,Datus Complex School
474,2150915850,2401,hotel,Hotel Majorie
475,2150915888,2016,market_place, 
476,2150915982,2082,school,Tema First Baptist School
477,2151944556,2011,embassy,Embassy of Vatican
478,2151944572,2082,school,GCB Training School Nungua
479,2151944575,2016,market_place,La Main Market
480,2151944590,2120,doctors,Nuffield Clinic Orthopaedic
481,2151944591,2016,market_place,Nungua Market
482,2151944595,2301,restaurant, 
483,2151944602,2120,doctors, 
484,2151945180,2082,school, 
485,2151945263,2082,school, 
486,2152138361,2001,police,Adenta Abokobi Divisional Police Headquarters
487,2152138362,2504,mall,Adenta Shopping Mall
488,2152138363,2082,school,Ahmadiya School
489,2152138368,2120,doctors,Crystal Eye Clinic
490,2152138369,2082,school,DeYoungsters School
491,2152138373,2601,bank,GCB Bank
492,2152138375,2305,bar,Green Lake Bar
493,2152138381,2120,doctors,Peace Clinic
494,2154259334,2082,school,Tot to Teen
495,2154259341,2110,hospital,Sweden Ghana Medical Centre
496,2154260219,2082,school, 
497,2214765303,2404,guesthouse,Tropical Enclave Guest House
498,2248903599,2301,restaurant,Tayiba Restaurant
499,2283019836,2401,hotel,Global Summer Hotel
500,2283019837,2401,hotel,Hibiscus Hotel
501,2283019841,2011,embassy,Residence of the Ambassador of Saudi Arabia
502,2296526238,2301,restaurant,Vegetarian Health Food Center
503,2296745569,2951,comms_tower, 
504,2301994797,2301,restaurant,Yoko's Indian Food
505,2304982029,2016,market_place,Central Market
506,2314278440,2401,hotel,Central Hotel
507,2331597455,2301,restaurant,Le Magellan
508,2331597457,2301,restaurant,Rockefellas Sushi and Grill
509,2331597458,2202,nightclub,Tantra
510,2331597459,2301,restaurant,Pearl Chinese Restaurant
511,2369709555,2302,fast_food,Bush Canteen
512,2400546399,2082,school,Ideal College
513,2406172476,2601,bank,International Commercial Bank
514,2406172484,2541,car_dealership,Kia
515,2406172517,2601,bank,access
516,2406182491,2601,bank,Ecobank
517,2406182492,2601,bank,GT Bank
518,2418713858,2083,kindergarten,Gingerbread House International School
519,2423829411,2001,police,East Legon Police Station
520,2428070330,2251,sports_centre,Barclays Bank Club House
521,2429249275,2404,guesthouse,UDS Guest House Accra
522,2430577133,2722,museum,W.E.B Du Bois Center
523,2431972082,2546,computer_shop,Compu-Ghana
524,2431972085,2501,supermarket,Shoprite
525,2438861096,2011,embassy,High Commission of Australia
526,2446527082,2011,embassy,Embassy of Turkey
527,2446527083,2602,atm,Stanbic
528,2446527084,2525,mobile_phone_shop,Vodafone
529,2446527088,2083,kindergarten,Creche Emily
530,2447359977,2401,hotel,Club 10
531,2448344762,2303,cafe,Afrikiko
532,2450308111,2401,hotel,african royal beach resort
533,2452536133,2301,restaurant,Unit 13
534,2454102179,2301,restaurant,The Baobab Bar and Restaurant
535,2454102180,2525,mobile_phone_shop,LG Mobile
536,2454102181,2961,wastewater_plant,Lavendar Hill
537,2456086918,2529,beauty_shop,Moscowlina
538,2456778827,2547,garden_centre,Agrow
539,2456801065,2005,post_office,General Post Office
540,2459138206,2901,toilet, 
541,2459138207,2901,toilet, 
542,2459138208,2901,toilet, 
543,2459138209,2901,toilet, 
544,2459138210,2901,toilet, 
545,2459138211,2901,toilet, 
546,2459138212,2901,toilet, 
547,2460269615,2301,restaurant,Wolton Hostels/Guest House
548,2469867298,2205,playground, 
549,2474085787,2405,hostel,Rising Phoenix
550,2498471369,2002,fire_station,Airport Fire Station
551,2498633221,2301,restaurant, 
552,2515253361,2302,fast_food, 
553,2515254701,2302,fast_food, 
554,2515257474,2302,fast_food, 
555,2515268457,2511,convenience, 
556,2522053252,2401,hotel,Hotel de California
557,2537301670,2561,hairdresser, 
558,2537306421,2302,fast_food, 
559,2538260174,2301,restaurant,La Tante DC 10 Restaurant
560,2555828382,2011,embassy,Embassy of the Federal Republic of Germany - Consular Section
561,2567050750,2546,computer_shop,IPMC
562,2569474128,2011,embassy,Residence of the Ambassador of the Senegal
563,2569474129,2083,kindergarten,Sweet Angels
564,2572975400,2205,playground, 
565,2573498463,2301,restaurant,Kohinoor
566,2574744949,2101,pharmacy,Unicom Chemist Limited
567,2574751853,2601,bank,Ecobank
568,2574751859,2528,greengrocer, 
569,2574758193,2005,post_office,Dansoman Post Office
570,2574766623,2301,restaurant,Spices Kitchen & Pub
571,2579170855,2001,police,Afienya Police Station
572,2581068694,2301,restaurant,Teppanyaki
573,2581150585,2601,bank,Stanbic Bank
574,2581250468,2305,bar,Smollenskys Restaurant & Bar
575,2582388156,2401,hotel,Ibis Styles Hotel
576,2583788260,2401,hotel,Miklin Hotel
577,2584775102,2404,guesthouse,Headlines Hospitality
578,2585614619,2305,bar,H.W.S
579,2585614642,2305,bar, 
580,2600944505,2301,restaurant,La Piazza
581,2600944506,2301,restaurant,Little India Sunshine Salad Bar
582,2600944507,2303,cafe,Pinocchio
583,2606139912,2602,atm, 
584,2609716332,2405,hostel,Ontario Hostel
585,2611932985,2301,restaurant,Venus
586,2614691254,2401,hotel,Erata Hotel
587,2616220667,2011,embassy,Embassy of Benin
588,2616235422,2011,embassy,Embassy of Angola
589,2616235424,2011,embassy,High Commission of the Republic of South Africa
590,2622097828,2601,bank,Absa
591,2622097829,2016,market_place,Community 1 Market
592,2622097830,2401,hotel,Dutch Hotel
593,2622097831,2301,restaurant,Fridays Restaurant
594,2622097834,2401,hotel,Meridian
595,2622097835,2082,school,Mexico Junior High School
596,2622097845,2001,police, 
597,2644149766,2111,clinic,Ramona Clinic
598,2644149768,2601,bank,Societe Generale Ghana
599,2644149769,2601,bank,Consolidated Bank Ghana
600,2644149772,2602,atm, 
601,2644149776,2602,atm, 
602,2651685134,2301,restaurant,La Galette
603,2651692631,2011,embassy,Residence of the Head of the European Union Delegation
604,2651692632,2405,hostel,Nafti Hostel
605,2664046447,2011,embassy,Residence of the Ambassador of the Republic of Angola
606,2664046448,2011,embassy,Embassy of Equatorial Guinea
607,2664046494,2401,hotel,Relax Court Hotel
608,2666879971,2501,supermarket,Great Wall Supermarket
609,2676813345,2202,nightclub,Reggie Rockstone's Office (Django Bar)
610,2676813346,2011,embassy,Embassy of Italy
611,2676813347,2011,embassy,Residence of the Ambassador of Japan
612,2676813348,2011,embassy,Embassy of Japan
